Dih1a,Dih1b,Dih2a,Dih2b,Dih3a,Dih3b,Dih4a,Dih4b
-64.6708,-171.6394,77.5599,64.5132,112.0015,-171.5847,148.9965,-61.3939,
-64.7531,-171.6573,78.0142,64.5599,111.4756,-171.5006,77.9149,64.7062,
-64.8805,-171.5725,78.2513,64.5384,111.2261,-171.5728,80.4129,-171.2168,
-64.8447,-171.6373,80.4293,-171.1181,-62.0538,-61.0658,-65.1882,-55.7604,
-64.9273,-171.588,79.9966,-171.1464,-60.3891,-60.641,-86.9244,68.067,
-64.891,-171.6021,80.3828,-171.1233,-62.028,-61.086,-66.3672,-165.6606,
-64.8084,-171.6047,79.8969,-171.1956,-62.1187,-61.0096,149.0305,-61.4192,
-64.888,-171.6443,80.384,-171.1544,-62.2475,-61.0837,78.2392,64.7184,
-64.9112,-171.6227,80.6693,-171.174,-62.2708,-61.0648,80.6964,-171.162,
-64.8613,-171.6613,80.4577,-171.19,-88.4015,64.6487,-64.9402,-55.4443,
-64.9126,-171.596,79.9494,-171.1623,-87.9752,64.6759,-86.6135,67.8806,
-64.9405,-171.6393,80.4089,-171.1991,-88.4971,64.6715,-66.1777,-165.5793,
-64.7902,-171.6764,79.8656,-171.2269,-88.733,64.6762,149.0785,-61.4443,
-64.904,-171.6455,80.3439,-171.2486,-89.0342,64.6963,78.3171,64.6967,
-64.995,-171.6558,80.6265,-171.1834,-88.8487,64.7507,80.7822,-171.1254,
-64.8512,-171.6469,80.4976,-171.1442,-64.8559,-171.722,-65.0863,-55.5804,
-64.9168,-171.6051,80.1127,-171.1442,-64.5179,-171.6451,-86.5636,67.9527,
-64.8266,-171.607,80.4413,-171.154,-64.8291,-171.6874,-66.26,-165.4866,
-64.6916,-171.5172,79.9705,-171.2019,-64.9197,-171.7072,149.1448,-61.4622,
-64.8484,-171.6014,80.3713,-171.1701,-64.892,-171.6397,78.139,64.7255,
-64.8849,-171.5974,80.7046,-171.2258,-64.8854,-171.5976,80.7215,-171.2234,
-64.802,-171.6171,80.586,-171.2747,119.1657,-60.9058,-65.1132,-55.3205,
-64.8929,-171.5485,80.1759,-171.2583,121.0484,-60.8569,-87.1356,68.0155,
-64.8026,-171.5561,80.5373,-171.2793,118.9107,-60.8168,-66.3449,-165.6335,
-64.7509,-171.6452,80.1296,-171.2649,120.1344,-60.9471,149.1974,-61.4409,
-64.7646,-171.6393,80.5884,-171.1969,119.5242,-61.0617,78.2756,64.7471,
-64.9521,-171.5936,80.9162,-171.3499,118.9498,-60.9759,80.7633,-171.2139,
-64.8188,-171.6411,80.6639,-171.1074,73.905,65.2665,-65.0582,-55.1879,
-64.8954,-171.5458,80.2934,-171.0868,73.2371,65.1874,-87.4533,67.3813,
-64.7977,-171.5894,80.6167,-171.1016,74.0506,65.2574,-66.1965,-165.2371,
-64.8146,-171.5832,80.1978,-171.0815,73.8774,65.2976,149.008,-61.3771,
-64.7805,-171.6402,80.6913,-171.0474,73.1721,64.9985,78.4081,64.6027,
-64.9528,-171.5916,80.9939,-171.172,73.3241,65.0344,81.0702,-171.4354,
-64.8287,-171.5806,80.6227,-171.2381,109.675,-171.4747,-65.0762,-55.5795,
-64.8553,-171.5864,80.255,-171.177,113.9635,-171.3591,-87.1894,67.9855,
-64.8186,-171.5858,80.6216,-171.2406,109.4098,-171.5009,-66.3123,-165.5839,
-64.6108,-171.5502,80.1157,-171.2616,112.6324,-171.4857,149.3153,-61.5329,
-64.8038,-171.6411,80.5884,-171.0722,84.4838,-171.6514,78.1955,64.6803,
-65.0562,-171.6482,80.8253,-171.2496,110.8227,-171.5167,80.6236,-171.2427,
119.2764,-60.876,-65.4111,-55.195,-62.2825,-61.2202,-65.3466,-55.3929,
118.5933,-60.92,-65.8701,-54.7222,-60.4945,-60.8142,-87.1357,68.1007,
119.1816,-60.9388,-65.4076,-54.9381,-62.0483,-61.1809,-66.5696,-165.4149,
120.5262,-60.7606,-65.8791,-55.0131,-62.1471,-61.157,148.9622,-61.4311,
120.9028,-60.7169,-65.4604,-55.3256,-62.2455,-61.2665,78.0323,64.8026,
119.2726,-60.9017,-65.0468,-55.1985,-62.2588,-61.2291,80.6588,-171.2867,
119.2351,-60.8482,-65.2207,-54.7812,-88.1728,65.0634,-65.1605,-55.2766,
118.9243,-60.8518,-65.6507,-54.4887,-86.676,65.1775,-86.8859,67.8449,
119.1852,-60.8549,-65.304,-54.7117,-87.2652,65.1279,-66.3813,-165.2371,
120.2127,-60.7388,-65.636,-54.5715,-87.8183,65.1392,149.3008,-61.4927,
121.347,-60.7729,-65.3238,-54.9012,-87.8169,65.1677,78.1103,64.8118,
119.2687,-60.8269,-64.9601,-54.9633,-88.0368,65.1251,80.7879,-171.2473,
119.3399,-60.888,-65.4441,-55.3154,-64.9745,-171.6834,-65.2827,-55.2285,
118.7264,-60.9335,-65.865,-54.9401,-64.6517,-171.6371,-86.7538,68.0356,
119.0695,-60.9365,-65.4327,-55.0646,-64.8381,-171.6381,-66.4918,-165.2088,
120.408,-60.7432,-65.9796,-55.254,-64.7983,-171.6523,149.0169,-61.4345,
120.8861,-60.7116,-65.4619,-55.3898,-64.8206,-171.6599,78.0965,64.7797,
119.1643,-60.9057,-65.1132,-55.321,-64.8022,-171.617,80.5861,-171.2748,
119.2789,-60.9106,-65.3723,-55.1058,119.2788,-60.9106,-65.3723,-55.1059,
118.6761,-60.9523,-65.8483,-54.9883,120.9528,-60.9282,-87.6921,67.8943,
119.3022,-60.8494,-65.4433,-55.1879,119.5586,-60.8494,-66.685,-165.3584,
120.2889,-60.7237,-65.9223,-55.2194,120.1071,-60.8997,149.2422,-61.521,
121.0166,-60.787,-65.514,-55.2776,119.2095,-61.0379,77.9785,64.7494,
119.4669,-60.913,-65.0589,-55.3918,119.3189,-61.0603,80.8151,-171.2604,
119.1793,-60.9145,-64.9637,-55.2397,73.9947,65.1916,-65.3768,-55.0183,
118.7089,-60.8935,-65.3656,-55.0199,73.3544,65.2606,-87.6919,67.3889,
119.0724,-60.8339,-65.1577,-55.296,74.0076,65.192,-66.4398,-164.9424,
120.2693,-60.7913,-65.5838,-55.1214,73.9608,65.3169,149.1708,-61.4512,
120.7143,-60.7284,-65.143,-55.3995,73.2515,65.0755,78.2629,64.621,
119.5821,-60.8808,-64.6533,-55.4391,73.0054,65.0599,81.1074,-171.4819,
119.2841,-60.9125,-65.3287,-55.0824,110.2193,-171.4801,-65.3432,-55.2185,
118.6898,-60.9605,-65.8382,-54.9755,113.2751,-171.3897,-87.7994,67.8209,
119.3622,-60.8729,-65.4311,-55.2501,109.9224,-171.4948,-66.6078,-165.2694,
120.3783,-60.787,-65.9236,-55.0532,111.9309,-171.5514,149.3104,-61.4689,
121.1594,-60.7604,-65.4986,-55.3584,111.0492,-171.5571,77.986,64.723,
119.2988,-60.9218,-65.0666,-55.4932,110.088,-171.5753,80.7183,-171.2531,
121.0294,-60.9433,-87.5058,68.0174,-62.0355,-61.0175,-65.8736,-55.1386,
120.2295,-60.9939,-87.9977,67.9488,-60.6418,-60.7068,-87.5717,68.0093,
121.208,-60.9123,-87.6277,67.9337,-62.1621,-61.1087,-67.1876,-165.5767,
122.0438,-60.8197,-87.8985,67.924,-62.1485,-61.1105,148.8597,-61.39,
122.3967,-60.7634,-87.4903,68.0104,-62.1255,-61.0207,77.6937,64.6552,
120.9257,-60.8596,-87.2419,67.9533,-62.4123,-61.0913,80.1609,-171.2531,
121.5368,-60.8905,-87.52,67.9969,-87.8819,64.855,-65.6897,-55.0117,
120.428,-60.9377,-88.019,67.9187,-87.3365,64.9482,-87.3654,67.8313,
120.7722,-60.9859,-87.6996,67.9054,-87.9248,64.9027,-66.8996,-164.9918,
121.6713,-60.8108,-88.3847,67.6595,-88.2201,64.9038,148.8324,-61.3892,
122.885,-60.7773,-87.6985,67.863,-89.1445,64.75,77.758,64.7506,
121.0967,-60.9558,-87.4731,67.9162,-88.8885,64.8419,80.2524,-171.1659,
121.1176,-60.9276,-87.5914,67.9719,-64.8898,-171.5901,-65.792,-54.9649,
120.3815,-60.9681,-88.0446,67.8995,-64.5613,-171.5585,-87.2548,67.9498,
120.8205,-60.9351,-87.6941,67.8926,-64.7993,-171.5863,-67.0913,-165.1219,
121.7181,-60.7732,-88.0795,67.9027,-64.8714,-171.6186,148.8563,-61.3941,
122.4809,-60.8294,-87.6271,67.9343,-64.7902,-171.5784,77.6387,64.6413,
121.0484,-60.8569,-87.1356,68.0155,-64.8929,-171.5485,80.1759,-171.2583,
120.953,-60.9282,-87.6921,67.8943,118.6761,-60.9523,-65.8484,-54.9882,
120.3288,-60.9591,-88.0015,67.9259,120.3299,-60.9603,-87.9976,67.9309,
121.1788,-60.9432,-87.5127,68.0032,118.9504,-60.8812,-67.1114,-165.156,
121.6051,-60.871,-88.2474,67.7573,119.1886,-60.9467,149.1327,-61.4078,
122.4851,-60.7789,-87.6078,67.8523,118.5358,-61.0747,77.7758,64.6916,
121.2082,-60.919,-87.3111,67.9561,118.76,-60.9937,80.1368,-171.3287,
121.1703,-60.9337,-87.0024,68.0759,74.2313,65.0725,-65.6972,-54.8518,
120.501,-60.9494,-87.379,68.023,73.4717,65.1673,-87.9997,67.4234,
121.1769,-60.9156,-87.0012,68.0943,74.0607,65.2505,-66.9557,-164.8609,
121.663,-60.8018,-87.6275,67.9067,74.1774,65.2713,148.8142,-61.3523,
122.4797,-60.7438,-87.0828,67.9987,73.1836,64.9755,77.9578,64.6247,
121.2151,-60.916,-86.7458,68.0368,73.3339,64.9587,80.5113,-171.514,
120.9693,-60.9328,-87.643,67.9034,109.1724,-171.5022,-65.8512,-55.0447,
120.2477,-60.969,-87.9715,67.9244,112.2984,-171.4491,-88.1499,67.8388,
121.0469,-60.913,-87.5032,67.9681,108.8766,-171.5091,-67.0393,-165.2114,
121.6627,-60.8661,-88.1662,67.768,111.2144,-171.6182,149.1563,-61.4211,
122.5439,-60.7835,-87.5202,67.8769,110.2275,-171.6499,77.7352,64.6698,
121.0844,-60.9555,-87.2091,67.9993,110.2811,-171.5953,80.1881,-171.3216,
119.4552,-60.9154,-66.6489,-165.2539,-61.8536,-61.0115,-65.5177,-55.3934,
119.0983,-60.9177,-67.1437,-165.0876,-60.3593,-60.6458,-87.3037,67.9737,
119.0816,-60.8238,-66.5649,-165.1343,-61.9198,-61.0875,-66.763,-165.674,
120.4902,-60.762,-67.2672,-165.3899,-61.9994,-61.0087,148.9327,-61.4196,
121.1457,-60.7105,-66.7339,-165.414,-62.1113,-61.1202,77.9291,64.7677,
119.0166,-60.8123,-66.3238,-165.6087,-62.1438,-61.0294,80.5431,-171.2736,
119.5318,-60.8686,-66.8919,-165.4086,-87.964,64.6867,-65.3379,-55.1869,
118.7937,-60.9163,-67.3258,-165.0325,-86.5405,64.8787,-87.0434,67.8273,
119.3625,-60.9218,-66.9174,-165.2273,-87.1517,64.8194,-66.5533,-165.2335,
120.1299,-60.6956,-67.3395,-165.459,-87.8891,64.7917,149.26,-61.4803,
121.4374,-60.7446,-66.8108,-165.274,-87.7313,64.8262,77.9909,64.8407,
119.5659,-60.8543,-66.5491,-165.5822,-87.9005,64.8011,80.5399,-171.2095,
119.3999,-60.9115,-66.6587,-165.2845,-64.8602,-171.611,-65.411,-55.1402,
118.9444,-60.8982,-67.0852,-165.1047,-64.4763,-171.6183,-86.8375,67.958,
119.3301,-60.8165,-66.6516,-165.2128,-64.7106,-171.6476,-66.6709,-165.4191,
120.4057,-60.7471,-67.2573,-165.3805,-64.779,-171.5941,148.9511,-61.4295,
121.0393,-60.756,-66.7472,-165.4992,-64.7944,-171.6285,77.9844,64.7693,
118.9684,-60.8148,-66.3486,-165.6383,-64.8027,-171.5546,80.527,-171.2803,
119.5586,-60.8494,-66.685,-165.3584,119.3022,-60.8494,-65.4433,-55.1879,
118.9504,-60.8812,-67.1114,-165.156,121.1788,-60.9432,-87.5127,68.0032,
119.2501,-60.9053,-66.6984,-165.2391,119.2502,-60.9053,-66.7013,-165.2338,
120.4396,-60.77,-67.1766,-165.2685,119.7648,-60.9848,149.2761,-61.4923,
121.1937,-60.7093,-66.6844,-165.5009,119.0162,-61.0916,77.9863,64.741,
119.4227,-60.8483,-66.4268,-165.6321,119.2256,-61.0473,80.6713,-171.2898,
119.3998,-60.8434,-66.4065,-165.5565,73.8995,65.202,-65.2819,-54.9668,
118.8442,-60.8939,-66.7585,-165.428,72.5659,65.1836,-87.7427,67.3521,
119.2068,-60.8475,-66.3204,-165.3417,73.8754,65.2357,-66.5462,-165.0106,
120.3991,-60.6945,-66.9077,-165.5192,74.5325,65.3312,148.9448,-61.4004,
121.1122,-60.7446,-66.3891,-165.5226,73.0902,65.0165,78.2279,64.6336,
119.2652,-60.826,-65.915,-165.5561,73.0799,65.0268,81.1212,-171.5096,
119.5679,-60.8503,-66.5984,-165.2788,109.1455,-171.5151,-65.4549,-55.3305,
118.9453,-60.8699,-66.9747,-165.1108,112.5923,-171.4106,-87.6355,67.8938,
119.1159,-60.8901,-66.6774,-165.4042,108.8198,-171.4644,-66.6728,-165.4365,
120.5364,-60.7592,-67.1289,-165.3539,111.3176,-171.5629,149.3798,-61.5145,
121.1886,-60.6967,-66.6548,-165.6032,110.0493,-171.5763,77.9576,64.7371,
119.5802,-60.8501,-66.3246,-165.423,110.5417,-171.5887,80.3633,-171.2724,
119.9727,-60.9225,149.4199,-61.5457,-61.9837,-61.0119,-65.8731,-55.4553,
119.4769,-60.9938,149.1346,-61.458,-60.3542,-60.5894,-87.7093,67.9202,
119.9089,-60.9706,149.2946,-61.4811,-62.0144,-61.078,-67.2169,-165.7599,
120.8606,-60.8428,148.4791,-61.352,-61.9304,-60.9858,148.3487,-61.3267,
121.3228,-60.8833,148.9901,-61.4517,-62.0702,-61.0256,77.4799,64.7099,
119.8693,-61.0082,149.286,-61.545,-62.0607,-61.0174,80.0537,-171.2882,
119.9118,-60.9626,148.9509,-61.3381,-87.5119,64.7951,-65.7495,-55.294,
119.6536,-60.9661,148.7482,-61.3199,-87.2554,64.7282,-87.5786,67.6614,
119.6102,-60.9587,148.8499,-61.3475,-87.9096,64.6741,-67.0782,-165.4923,
120.7185,-60.8613,148.1245,-61.1746,-88.1256,64.7584,148.5387,-61.3664,
121.4401,-60.8363,148.5722,-61.2352,-87.7983,64.7776,77.6509,64.8612,
120.1627,-60.987,148.8447,-61.3405,-87.9388,64.7057,80.1439,-171.2232,
119.8297,-60.9036,149.4371,-61.4993,-64.705,-171.5652,-65.8335,-55.3283,
119.3961,-60.9916,149.1636,-61.4077,-64.5265,-171.5706,-87.3244,67.8256,
119.7959,-60.9846,149.1964,-61.4119,-64.7541,-171.6137,-67.1288,-165.5465,
120.7809,-60.814,148.4289,-61.3443,-64.7143,-171.534,148.4267,-61.2699,
121.305,-60.8707,148.9089,-61.4068,-64.6802,-171.6052,77.4841,64.7395,
120.1717,-60.9468,149.195,-61.4415,-64.7559,-171.647,80.1316,-171.2645,
120.1084,-60.8994,149.2422,-61.5183,120.2893,-60.7241,-65.9224,-55.2213,
119.1599,-60.948,149.105,-61.4076,121.6045,-60.8709,-88.2503,67.7562,
119.7683,-60.9865,149.2808,-61.4934,120.4449,-60.7682,-67.1774,-165.2699,
120.6486,-60.82,148.4222,-61.3239,120.6487,-60.8198,148.4215,-61.3213,
121.3172,-60.8842,148.8628,-61.3802,120.3717,-60.9141,77.5287,64.8104,
120.1146,-60.9224,149.191,-61.5164,119.8443,-60.9072,80.1861,-171.3194,
120.0893,-60.8907,149.6373,-61.7146,74.3983,65.1757,-65.8509,-55.2451,
119.1137,-60.9363,149.5944,-61.6157,73.7098,65.325,-88.2458,67.3015,
119.7384,-60.9673,149.7716,-61.7069,74.3038,65.2238,-67.039,-164.9298,
120.4843,-60.8396,148.8747,-61.5142,74.5786,65.3037,148.1935,-61.2317,
121.2413,-60.8742,149.1987,-61.5439,73.3545,64.9663,77.8036,64.7083,
120.0425,-60.9172,149.6456,-61.7106,73.6481,64.9686,80.4713,-171.5357,
119.8825,-60.8853,149.1458,-61.3765,108.1249,-171.5013,-65.9012,-55.1706,
119.1355,-60.9668,149.0701,-61.3509,112.4287,-171.3915,-88.3247,67.6975,
119.7851,-60.9807,149.1583,-61.4038,107.7527,-171.5203,-67.1283,-165.3789,
120.9032,-60.8389,148.3799,-61.2589,110.5684,-171.5846,148.5872,-61.3623,
121.3542,-60.8872,148.7733,-61.3158,109.6994,-171.55,77.6041,64.8535,
120.1043,-60.9199,149.1224,-61.397,109.3641,-171.5721,80.1067,-171.3261,
119.3095,-61.0673,77.8997,64.6742,-62.0124,-61.0047,-65.5014,-55.5606,
118.4938,-61.0841,77.82,64.6054,-60.3058,-60.5963,-87.258,67.938,
118.8944,-61.0858,78.0754,64.7307,-61.9603,-61.0653,-66.7118,-165.6574,
120.2298,-60.9149,77.4244,64.7388,-62.0689,-61.0469,148.6746,-61.3846,
120.7819,-60.9389,78.0844,64.7482,-62.1426,-61.0477,77.9772,64.84,
119.4571,-61.0756,78.2916,64.7298,-62.1726,-61.0591,80.6122,-171.2729,
119.2986,-61.0369,77.7317,64.6571,-89.121,64.5638,-65.2373,-55.242,
118.8202,-61.0957,77.7278,64.6609,-86.9071,64.7922,-87.0193,67.749,
119.5606,-61.0533,77.995,64.6518,-87.5547,64.7472,-66.4722,-165.5403,
120.4027,-60.925,77.2547,64.62,-88.2163,64.8047,148.6959,-61.3881,
120.556,-60.9658,77.9085,64.6704,-88.4345,64.7684,78.1388,64.9178,
119.2107,-61.0945,78.2326,64.7109,-88.0023,64.7575,80.636,-171.2983,
119.2614,-61.0173,77.8859,64.7038,-64.7993,-171.628,-65.4275,-55.4011,
118.3407,-61.0943,77.8549,64.6548,-64.6489,-171.6172,-86.7898,67.8908,
118.9875,-61.0805,78.067,64.7207,-64.7866,-171.6274,-66.6231,-165.4865,
120.1153,-60.889,77.5358,64.7103,-64.7946,-171.5392,148.7599,-61.3693,
120.7147,-60.9362,78.0245,64.7028,-64.7357,-171.5359,77.9435,64.8382,
119.5188,-61.0614,78.2768,64.7465,-64.7572,-171.6373,80.5915,-171.1978,
119.2091,-61.038,77.9785,64.7495,121.0164,-60.7872,-65.514,-55.2776,
118.5353,-61.0746,77.7759,64.6916,122.4851,-60.7789,-87.6076,67.8522,
119.0162,-61.0916,77.9863,64.741,121.1937,-60.7093,-66.6844,-165.5009,
120.3716,-60.9141,77.5287,64.8104,121.3173,-60.8842,148.8628,-61.3802,
120.8901,-60.9769,78.0069,64.8895,120.89,-60.9767,77.9966,64.8884,
119.5627,-60.9938,78.2747,64.8818,121.1233,-60.888,80.6239,-171.3583,
119.0591,-60.9834,78.1521,64.69,73.9116,65.3127,-65.3455,-55.0924,
118.4165,-61.0452,77.9942,64.6047,73.0752,65.3149,-87.7513,67.3341,
118.9749,-61.1058,78.2686,64.677,74.011,65.3834,-66.5431,-165.3317,
120.2824,-60.8902,77.5771,64.6403,74.3227,65.4132,148.6569,-61.3229,
120.817,-60.9271,78.0998,64.7272,73.4383,65.2273,78.2987,64.7756,
119.2896,-60.9805,78.4613,64.7655,73.1719,65.1976,80.9407,-171.5517,
119.0771,-60.9925,78.0655,64.4934,108.3772,-171.5413,-65.4582,-55.3724,
118.4098,-61.0818,77.7719,64.43,112.1205,-171.4793,-87.6991,67.7808,
119.0226,-61.0922,77.9491,64.4224,108.6904,-171.5648,-66.6774,-165.6774,
120.1413,-60.9086,77.6456,64.6228,111.8406,-171.5614,148.9689,-61.4415,
120.786,-60.9427,78.0239,64.6059,111.3768,-171.5204,77.9634,64.872,
119.666,-61.0004,78.2899,64.6036,110.1637,-171.5837,80.5958,-171.3828,
119.0503,-61.0694,80.6406,-171.2358,-62.058,-61.0979,-65.1625,-55.8398,
118.7035,-61.0023,80.0129,-171.1539,-60.4165,-60.572,-86.9975,67.976,
118.7909,-61.0538,80.5024,-171.0939,-61.9537,-61.0547,-66.3213,-165.7007,
120.0213,-60.8587,80.1165,-171.2004,-62.0734,-61.0285,148.9799,-61.4371,
121.3042,-60.7929,152.6657,-165.1502,-62.1284,-61.0261,77.8934,64.8957,
119.0006,-60.9779,80.762,-171.2206,-62.3508,-61.121,80.9258,-171.3407,
118.936,-61.0542,80.5853,-171.2278,-88.246,64.6789,-64.9823,-55.525,
118.4512,-61.1136,79.9344,-171.2665,-88.2919,64.6411,-86.9349,67.6852,
119.179,-61.0133,80.3118,-171.2769,-87.9253,64.6905,-66.2206,-165.6189,
120.1613,-60.9032,80.0924,-171.2257,-88.4573,64.754,149.3773,-61.5098,
120.7638,-60.8973,80.5767,-171.3153,-88.4157,64.7108,78.3626,64.8806,
119.5732,-61.0109,80.6731,-171.2359,-88.3113,64.7533,80.889,-171.196,
119.0065,-61.0631,80.6869,-171.2486,-64.8747,-171.6503,-65.1333,-55.6244,
118.7456,-61.0654,80.0084,-171.1968,-64.5644,-171.6584,-86.7877,67.8515,
119.1571,-61.0066,80.3735,-171.2098,-64.9131,-171.6431,-66.3642,-165.772,
119.9109,-60.8802,80.0624,-171.2074,-64.7988,-171.7079,148.9463,-61.4472,
120.9314,-60.9232,80.4311,-171.1972,-64.8653,-171.6675,78.1985,64.8771,
118.9498,-60.9759,80.7633,-171.2139,-64.9521,-171.5936,80.9162,-171.3499,
119.3055,-61.0596,80.8118,-171.2602,119.4558,-60.9123,-65.0578,-55.3904,
118.7576,-60.9898,80.1398,-171.3278,121.194,-60.9192,-87.307,67.957,
119.2161,-61.0479,80.6711,-171.2901,119.4332,-60.8478,-66.4257,-165.6293,
119.8444,-60.9072,80.1861,-171.3195,120.1147,-60.9224,149.191,-61.5164,
121.1218,-60.8879,80.6356,-171.3555,119.5594,-60.9942,78.2751,64.8842,
119.3382,-60.9999,80.8932,-171.3352,119.3361,-60.9996,80.8895,-171.3435,
119.4435,-61.0802,80.8122,-171.1097,74.0595,65.2311,-65.0518,-55.3061,
118.7636,-61.0571,80.4069,-171.1693,72.7047,65.2614,-87.3863,67.3807,
119.1071,-61.0301,80.6966,-171.1493,73.4501,65.2447,-66.2916,-165.3976,
119.7704,-60.8937,80.2572,-171.1372,73.9392,65.3335,148.9984,-61.4052,
120.9742,-60.8372,80.718,-171.1521,72.8284,64.998,78.4219,64.7577,
119.3014,-60.9913,80.9202,-171.1659,73.2715,65.0723,81.2281,-171.5275,
118.9969,-61.048,80.6516,-171.1992,85.7205,-171.5992,-65.2087,-55.3727,
118.3656,-61.1224,80.4075,-171.0956,82.2536,-171.4849,-87.5496,67.2721,
118.893,-61.0255,80.4507,-171.2092,109.9829,-171.4218,-66.2929,-165.4397,
120.089,-60.9213,80.1823,-171.296,111.0147,-171.5318,149.3113,-61.5121,
121.133,-60.858,80.634,-171.3442,110.3101,-171.5223,78.2814,64.901,
119.2929,-61.0326,80.9109,-171.2763,110.8367,-171.5019,80.8201,-171.3281,
73.9681,65.1924,-65.3006,-55.0294,-62.1706,-61.164,-65.0132,-55.5235,
74.291,65.1258,-65.8031,-54.6737,-60.3799,-60.8221,-86.7025,68.1513,
74.473,65.2164,-65.3591,-54.8511,-62.0421,-61.2341,-66.2286,-165.6486,
74.5555,65.0971,-65.7987,-54.9523,-62.1128,-61.1523,149.4076,-61.62,
73.9995,65.2871,-65.3544,-55.1556,-62.2032,-61.2188,78.0746,64.5988,
73.9723,65.2508,-64.9741,-55.0868,-62.2401,-61.2191,80.7507,-171.1198,
73.6918,65.1933,-65.0661,-54.585,-88.3674,65.0513,-64.7779,-55.3101,
73.9018,65.1512,-65.4946,-54.3903,-87.5521,65.1285,-86.4084,67.8677,
74.0656,65.2068,-65.1887,-54.6183,-88.3511,65.0584,-65.9602,-165.2573,
74.4695,65.1529,-65.5959,-54.464,-88.0258,65.1487,149.7233,-61.6614,
73.8716,65.2907,-65.1866,-54.7646,-88.2534,65.1428,78.3025,64.5807,
73.6249,65.2143,-64.8748,-54.8157,-88.0811,65.1719,80.8531,-171.0595,
74.0373,65.1949,-65.3663,-55.1712,-64.9565,-171.6984,-64.9455,-55.3547,
74.2806,65.1425,-65.7642,-54.8626,-64.6531,-171.6582,-86.2062,68.1221,
74.4696,65.2204,-65.3981,-54.9937,-64.8811,-171.6686,-66.1348,-165.3037,
74.5478,65.1269,-65.8651,-55.0155,-64.7495,-171.6627,149.4361,-61.6124,
74.0155,65.3185,-65.4259,-55.2955,-64.8407,-171.6985,78.1083,64.6334,
73.9062,65.2662,-65.058,-55.1878,-64.8188,-171.6409,80.664,-171.1077,
73.9957,65.1933,-65.3777,-55.0173,119.1792,-60.918,-64.9621,-55.2417,
74.2313,65.0725,-65.6972,-54.8518,121.1703,-60.9337,-87.0024,68.0759,
73.8995,65.2019,-65.2819,-54.9668,119.3998,-60.8435,-66.4065,-165.5566,
74.4024,65.1737,-65.8499,-55.2455,120.0373,-60.8943,149.6422,-61.7098,
73.9116,65.3127,-65.3455,-55.0919,119.0597,-60.9833,78.1518,64.6901,
74.0643,65.2329,-65.0539,-55.3004,119.4272,-61.0834,80.7868,-171.1079,
74.2789,65.2168,-64.9069,-55.0651,74.2795,65.2176,-64.9031,-55.0687,
74.4008,65.1166,-65.2754,-54.9262,73.4246,65.2938,-87.2257,67.4307,
74.0514,65.1453,-64.9965,-55.1075,74.1437,65.1776,-66.2004,-165.2034,
74.6426,65.1488,-65.532,-55.1546,74.1576,65.2513,149.5239,-61.6346,
74.3046,65.2696,-65.0141,-55.1148,73.6231,65.0646,78.3337,64.4841,
74.4699,65.2435,-64.6441,-55.3144,73.2523,65.0291,81.1702,-171.3071,
74.1619,65.197,-65.325,-54.972,110.5764,-171.4641,-64.9596,-55.3383,
74.2428,65.083,-65.7072,-54.8362,113.5357,-171.3734,-87.1139,67.9911,
74.2795,65.2108,-65.283,-55.0587,110.6757,-171.4679,-66.2883,-165.412,
74.6221,65.2148,-65.8556,-55.0844,112.1382,-171.5525,149.6742,-61.6654,
73.8881,65.2942,-65.3298,-55.0563,111.0152,-171.5403,78.1387,64.6769,
74.0239,65.2192,-65.0038,-55.3538,110.7671,-171.531,80.734,-171.1172,
73.6664,65.2791,-87.3739,67.505,-61.9349,-61.0283,-65.3812,-55.2585,
73.5281,65.2191,-87.9359,67.4325,-60.4991,-60.7321,-87.0412,68.1073,
72.9186,65.2731,-87.5545,67.4426,-62.1864,-61.1433,-66.625,-165.5327,
73.5427,65.1804,-88.051,67.3591,-62.1015,-61.0804,149.3822,-61.6188,
73.3299,65.3614,-87.5763,67.4019,-62.1154,-61.0703,77.8138,64.5791,
73.2459,65.1532,-87.4107,67.4217,-62.3119,-61.0852,80.2796,-171.1004,
73.2426,65.2653,-87.5646,67.4437,-88.887,64.7921,-65.2375,-55.1484,
73.6973,65.263,-88.0523,67.3443,-87.2903,64.9642,-86.8155,67.9185,
73.6343,65.2948,-87.7109,67.3481,-87.8015,64.9226,-66.5033,-165.1772,
73.4314,65.1806,-88.3858,67.2693,-88.6857,64.9132,149.4319,-61.6284,
73.2272,65.3359,-88.0825,67.1813,-89.276,64.796,77.7443,64.5928,
72.8966,65.2734,-87.4281,67.4082,-89.2652,64.815,80.4027,-171.0168,
73.5806,65.3001,-87.4244,67.5188,-64.9106,-171.6054,-65.3014,-55.076,
73.7049,65.2238,-87.9167,67.4126,-64.5166,-171.5737,-86.573,68.0998,
73.3955,65.2675,-87.6089,67.4033,-64.801,-171.6108,-66.5623,-165.1558,
73.6889,65.2234,-88.0831,67.3116,-64.8292,-171.6238,149.3891,-61.5937,
73.2121,65.3846,-87.621,67.4213,-64.7335,-171.5835,77.8653,64.5828,
73.2485,65.185,-87.4452,67.3643,-64.9206,-171.5558,80.2862,-171.0756,
73.3543,65.2606,-87.6919,67.3889,118.7091,-60.8935,-65.3656,-55.02,
73.4748,65.166,-87.9977,67.4225,120.4972,-60.9513,-87.3812,68.0175,
