Dih1a,Dih1b,Dih2a,Dih2b,Dih3a,Dih3b,Dih4a,Dih4b
83.7769,-171.6445,78.1788,64.6303,-88.0865,64.7869,80.6824,-171.1759,
110.8053,-171.543,77.9416,64.7049,-64.8948,-171.6461,-65.352,-55.3802,
110.4405,-171.6117,77.7834,64.6336,-64.6245,-171.6232,-86.6792,67.9324,
111.0938,-171.5565,77.9928,64.6781,-64.7124,-171.6324,-66.5779,-165.5302,
109.8531,-171.5741,77.5552,64.6037,-64.6912,-171.6112,148.6123,-61.291,
111.4805,-171.4997,77.9151,64.7058,-64.7525,-171.6567,78.0148,64.5599,
84.487,-171.643,78.1879,64.6819,-64.81,-171.6416,80.5887,-171.0764,
111.0492,-171.5571,77.986,64.723,121.1594,-60.7604,-65.4986,-55.3584,
110.2275,-171.6499,77.7352,64.6699,122.5438,-60.7835,-87.5202,67.8769,
110.0495,-171.5763,77.9576,64.7372,121.1887,-60.6967,-66.6548,-165.6031,
109.7274,-171.5462,77.6048,64.8505,121.3603,-60.8881,148.7837,-61.3171,
111.3766,-171.5204,77.9632,64.8727,120.7855,-60.9426,78.0241,64.6052,
110.3299,-171.5231,78.2782,64.8952,121.1538,-60.8431,80.6304,-171.3438,
111.015,-171.5405,78.1391,64.6771,73.8882,65.294,-65.3298,-55.0558,
110.6595,-171.6096,77.9813,64.618,73.1073,65.2972,-87.6509,67.3505,
110.756,-171.5145,78.2192,64.664,74.0412,65.3629,-66.4915,-165.3524,
110.0727,-171.5699,77.6041,64.6215,74.447,65.4514,148.6029,-61.2528,
112.0491,-171.4941,78.0415,64.6488,73.6016,65.1651,78.2101,64.4739,
110.9979,-171.4867,78.4607,64.8531,73.1624,65.1282,80.972,-171.5513,
111.1326,-171.5636,78.0509,64.4944,108.5106,-171.5547,-65.4163,-55.3991,
110.1102,-171.6556,77.7419,64.4102,112.2702,-171.4767,-87.5964,67.8138,
110.2968,-171.5738,77.9228,64.4116,108.8469,-171.5671,-66.6372,-165.7405,
110.3114,-171.5621,77.5365,64.5461,111.0326,-171.5844,148.9124,-61.3593,
111.2753,-171.528,77.9602,64.551,111.2757,-171.528,77.9602,64.551,
110.5343,-171.5168,78.2839,64.6011,110.3416,-171.6025,80.5818,-171.3256,
110.5076,-171.5371,80.5025,-171.2185,-62.1361,-61.1035,-65.0905,-55.8435,
110.4071,-171.589,79.8643,-171.1442,-60.444,-60.6026,-87.0445,67.9506,
110.9188,-171.5644,80.3723,-171.1172,-62.0474,-61.0433,-66.3144,-165.7241,
110.3842,-171.5674,79.9513,-171.219,-62.0365,-61.0556,148.8979,-61.3666,
111.5905,-171.5265,80.396,-171.2155,-62.2154,-61.0998,78.257,64.5398,
86.4148,-171.723,80.6956,-171.2484,-62.3034,-61.1135,80.922,-171.1962,
110.9796,-171.5877,80.5299,-171.3103,-88.5105,64.653,-64.9565,-55.595,
109.8398,-171.5749,79.8451,-171.2574,-88.1293,64.6193,-86.9367,67.6379,
86.6918,-171.7353,80.2333,-171.2737,-89.1093,64.6023,-65.973,-165.6302,
109.5349,-171.5761,79.9202,-171.2348,-88.0815,64.6993,148.9055,-61.3606,
110.8834,-171.4986,80.2529,-171.234,-88.4834,64.7423,78.2187,64.5316,
110.3532,-171.5689,80.6239,-171.2676,-88.9723,64.6559,81.0375,-171.256,
87.4771,-171.7811,80.5918,-171.2408,-64.8705,-171.6529,-64.9606,-55.5626,
110.0359,-171.5855,79.9508,-171.1896,-64.675,-171.6837,-86.6747,67.8943,
110.6472,-171.5602,80.3421,-171.1969,-64.9879,-171.6669,-66.2995,-165.7678,
110.4106,-171.5869,80.0106,-171.2265,-64.8269,-171.6449,149.0408,-61.3622,
111.2328,-171.5573,80.4197,-171.2088,-64.8779,-171.5732,78.2601,64.5426,
110.8173,-171.5221,80.6297,-171.2416,-65.0639,-171.6532,80.8198,-171.248,
110.089,-171.5773,80.7194,-171.2518,119.3114,-60.9198,-65.0676,-55.492,
110.2929,-171.5935,80.1858,-171.32,121.0718,-60.952,-87.213,67.993,
110.5529,-171.5874,80.3612,-171.2727,119.5791,-60.8505,-66.3265,-165.4296,
109.3406,-171.5726,80.0967,-171.3248,120.0904,-60.926,149.1197,-61.3999,
110.148,-171.585,80.6042,-171.3811,119.6521,-60.9974,78.2885,64.5966,
110.808,-171.4985,80.821,-171.3254,119.3153,-61.0327,80.9077,-171.2744,
110.767,-171.5311,80.7347,-171.1162,74.0196,65.2171,-65.0036,-55.3574,
110.5805,-171.5855,80.3742,-171.1158,73.1142,65.2649,-87.2887,67.4199,
110.9217,-171.5721,80.5093,-171.1316,73.9384,65.2076,-66.2924,-165.2613,
109.5432,-171.5925,80.2082,-171.1637,73.9893,65.2959,148.9502,-61.3066,
109.8799,-171.6018,80.705,-171.2037,72.8291,64.9906,78.4549,64.4254,
111.5269,-171.4867,80.9472,-171.1669,73.4935,65.0827,81.208,-171.4634,
86.7151,-171.7587,80.5499,-171.1993,85.8374,-171.647,-64.9948,-55.2492,
110.2435,-171.6025,80.1947,-171.2574,113.2101,-171.43,-87.2979,67.9331,
110.5887,-171.5879,80.3712,-171.2394,110.2555,-171.4628,-66.2623,-165.464,
109.2971,-171.5678,80.0811,-171.2861,111.2825,-171.5388,149.2068,-61.41,
110.3495,-171.5988,80.5819,-171.3272,110.4804,-171.5208,78.2831,64.5982,
111.0356,-171.5454,80.8807,-171.1628,84.7799,-171.6713,80.78,-171.2665,
