Dih1,Dih2,Dih3,Dih4,Dih5,Dih6,Dih7,Dih8,Dih9,Dih10,Dih11,Dih12,Dih13,Dih14,Dih15,Dih16,Dih17,Dih18,Dih19,Dih20,Dih21,Dih22,Dih23,Dih24,Dih25,Dih26,Dih27,Dih28,Dih29,Dih30,Dih31,Dih32,Dih33,Dih34,Dih35,Dih36,Dih37,Dih38,Dih39,Dih40,Dih41,Dih42,Dih43,Dih44,Dih45,Dih46,Dih47,Dih48,Dih49,Dih50,Dih51,Dih52,Dih53,Dih54,Dih55,Dih56,Dih57,Dih58,Dih59,Dih60,Dih61,Dih62,Dih63,Dih64,Dih65,Dih66,Dih67,Dih68,Dih69,Dih70,Dih71,Dih72,Dih73,Dih74,Dih75,Dih76,Dih77,Dih78,Dih79,Dih80,Dih81,Dih82,Dih83,Dih84,Dih85,Dih86,Dih87,Dih88,Dih89,Dih90,Dih91,Dih92,Dih93,Dih94,Dih95,Dih96,Dih97,Dih98,Dih99,Dih100,Dih101,Dih102,Dih103,Dih104,Dih105,Dih106,Dih107,Dih108,Dih109,Dih110,Dih111,Dih112,Dih113,Dih114,Dih115,Dih116,Dih117,Dih118,Dih119,Dih120,Dih121,Dih122,Dih123,Dih124,Dih125,Dih126,Dih127,Dih128,Dih129,Dih130,Dih131,Dih132,Dih133,Dih134,Dih135,Dih136,Dih137,Dih138,Dih139,Dih140,Dih141,Dih142,Dih143,Dih144,Dih145,Dih146,Dih147,Dih148,Dih149,Dih150,Dih151,Dih152,Dih153,Dih154,Dih155,Dih156,Dih157,Dih158,Dih159,Dih160,Dih161,Dih162,Dih163,Dih164,Dih165,Dih166,Dih167,Dih168,Dih169,Dih170,Dih171,Dih172,Dih173,Dih174,Dih175,Dih176,
-0.1157,179.5549,179.2659,-1.0635,0.4952,-178.766,-178.92,1.8187,-106.2174,21.8319,139.2041,73.1639,-158.7868,-41.4146,179.2796,-0.4425,-0.3912,179.8867,179.6901,1.5209,-0.5895,-178.7586,-179.961,0.6458,0.3095,-179.0837,0.4856,179.9889,178.666,-1.8307,80.9682,-153.1208,-35.8912,-97.1711,28.7399,145.9695,-0.0838,-179.5154,-179.5948,0.9736,-0.2164,179.7205,179.2046,-0.8585,110.9874,-122.6205,-5.3238,-68.4242,57.9679,175.2646,0.0972,179.4726,-179.8394,-0.464,-0.2964,-179.5542,-179.668,1.0742,-0.2829,178.9667,178.9734,-1.7771,78.4611,-153.8963,-37.539,-100.7801,26.8625,143.2198,65.1232,-171.9511,-57.3115,-64.2174,58.7083,173.3479,179.9875,-57.0868,57.5528,174.6727,-65.8342,55.0458,-57.5501,61.943,-177.177,57.6221,177.1152,-62.0049,-177.0961,-57.3971,63.3646,60.7452,-179.5558,-58.794,-54.9378,64.7611,-174.4771,-171.5512,-49.1438,65.4243,61.4019,-176.1906,-61.6226,-54.5307,67.8768,-177.5552,168.4263,-72.1344,48.8923,-66.5423,52.8971,173.9238,50.2396,169.679,-69.2944,175.6158,-64.5092,56.1249,53.4651,173.3401,-66.0258,-62.2211,57.6539,178.288,-171.4841,-49.4532,65.2789,62.5398,-175.4292,-60.6971,-55.1716,66.8593,-178.4086,173.2662,-66.5662,53.2312,-61.3422,58.8254,178.6229,56.1706,176.3381,-63.8644,175.4925,-64.6158,55.9993,53.9969,173.8886,-65.4963,-61.6341,58.2577,178.8727,64.8555,-172.4762,-57.5544,-64.2081,58.4603,173.3821,-178.5871,-55.9188,59.003,173.0647,-67.5609,53.6801,-59.0908,60.2837,-178.4754,55.7477,175.1221,-63.6369,-177.6168,-58.0353,62.9038,60.4917,-179.9268,-58.9877,-55.1998,64.3817,-174.6792,
-0.475,179.4073,178.9331,-1.1847,0.4968,-178.7386,-178.9432,1.8215,-105.9869,22.0574,139.4288,73.4206,-158.5351,-41.1637,179.516,-0.2598,-0.3663,179.8579,179.3097,1.0407,-0.9156,-179.1846,-179.3333,0.9862,0.8847,-178.7957,0.3722,179.7845,178.65,-1.9378,81.147,-152.9715,-35.7175,-97.0919,28.7896,146.0435,0.211,-177.8623,-179.2108,2.7159,-0.2426,179.7378,177.7491,-2.2705,86.3318,-147.2699,-29.2246,-91.6485,34.7498,152.7951,-0.3056,179.3656,179.7139,-0.6149,-0.9703,-179.2788,179.36,1.0515,0.2306,179.454,178.5445,-2.232,80.9096,-153.215,-35.9436,-97.3682,28.5072,145.7786,65.041,-172.02,-57.3755,-64.2865,58.6524,173.297,179.92,-57.141,57.5035,174.6774,-65.8223,55.0511,-57.5628,61.9375,-177.1891,57.6138,177.1141,-62.0125,-177.1807,-57.4922,63.2878,60.6533,-179.6582,-58.8782,-55.0425,64.646,-174.574,-171.3676,-48.9561,65.6059,61.6118,-175.9767,-61.4146,-54.3527,68.0587,-177.3792,168.475,-72.0891,48.9265,-66.5262,52.9097,173.9254,50.2807,169.7166,-69.2678,175.6641,-64.4537,56.1769,53.5,173.3822,-65.9872,-62.1854,57.6969,178.3274,-171.7324,-49.5488,64.9619,61.1153,-176.7012,-62.1904,-56.312,65.8716,-179.6177,169.8168,-70.6026,49.9465,-65.0887,54.4919,175.0411,52.1137,171.6943,-67.7566,175.4326,-64.7066,55.9096,53.7124,173.5731,-65.8106,-62.0414,57.8194,178.4356,-171.1731,-48.7413,65.8056,61.7934,-175.7749,-61.2279,-54.1856,68.2461,-177.2069,168.583,-71.9764,49.0424,-66.4301,53.0105,174.0293,50.3888,169.8294,-69.1518,175.7385,-64.3809,56.2448,53.5545,173.4351,-65.9393,-62.1213,57.7592,178.3849,
0.0456,-179.8959,179.1346,-0.807,0.0833,-179.945,-179.0231,0.9486,-68.7913,57.627,174.9332,110.2796,-123.3021,-5.9959,179.8274,-0.2064,-0.2312,179.7351,179.7758,0.3951,-0.1902,-179.5709,-179.7259,0.2426,0.2414,-179.7901,-0.0368,-179.8556,179.3909,-0.4278,-65.3311,65.9293,-179.7922,115.2786,-113.461,0.8174,0.2089,-179.2238,-179.9728,0.5945,-0.1514,-179.9463,179.2783,-0.5166,-62.1901,63.0465,-179.7079,118.3955,-116.3679,0.8777,-0.0693,179.9632,179.7235,-0.244,-0.1239,-179.6203,179.8433,0.3469,-0.0415,179.9869,179.4939,-0.4777,-65.3238,65.8612,-179.8227,115.1727,-113.6422,0.6739,-171.4648,-49.4092,65.3246,62.499,-175.4453,-60.7115,-55.2078,66.8479,-178.4183,173.0575,-66.8379,53.0315,-61.5362,58.5684,178.4377,55.9716,176.0762,-64.0544,175.5251,-64.585,56.0381,54.0026,173.8925,-65.4844,-61.6289,58.261,178.8841,-55.2413,68.4671,-176.314,172.8759,-63.4157,51.8031,59.0947,-177.1968,-61.978,170.6971,-69.012,51.5432,-56.657,63.6338,-175.811,56.832,177.1228,-62.322,-176.7903,-56.9588,62.9914,58.5029,178.3345,-61.7153,-56.8933,62.9382,-177.1116,-61.2078,61.92,176.7258,173.276,-63.5962,51.2097,56.2414,179.3692,-65.8249,176.0214,-64.3038,55.7457,-57.7586,61.9162,-178.0344,59.0599,178.7347,-61.2158,-179.0022,-59.2219,60.6914,58.083,177.8632,-62.2234,-57.712,62.0683,-178.0184,-55.3585,68.3429,-176.4292,172.84,-63.4586,51.7692,58.9958,-177.3027,-62.0749,170.7504,-68.9671,51.5999,-56.6974,63.5851,-175.8479,56.8613,177.1437,-62.2893,-176.8422,-57.0068,62.9308,58.4799,178.3152,-61.7471,-56.9431,62.8923,-177.1701,
0.782,-179.0764,179.2082,-0.6502,-0.8976,178.7771,-179.3535,0.3213,-68.4532,57.9521,175.2345,109.9396,-123.655,-6.3726,-179.9679,0.2288,-0.1098,-179.9131,-179.6165,1.0145,0.1856,-179.1834,178.9417,-1.1671,-0.8671,179.0241,0.4723,-179.6791,179.8894,-0.262,-65.7598,65.5691,179.8243,114.8611,-113.81,0.4452,-0.4114,-179.6319,179.7404,0.5198,-0.3331,179.2386,178.8833,-1.5449,-60.4729,64.7097,-178.1309,120.3311,-114.4862,2.6731,0.9586,-178.9289,-178.6103,1.5022,1.0674,-179.2444,-179.0463,0.6419,-0.0338,-179.7066,-179.7571,0.57,-87.0608,47.4615,161.3255,92.6353,-132.8424,-18.9784,-171.4896,-49.4371,65.3013,62.5249,-175.4225,-60.6842,-55.1856,66.8669,-178.3947,173.058,-66.8299,53.0212,-61.5205,58.5916,178.4427,55.9887,176.1008,-64.0481,175.5247,-64.5839,56.0393,54.0079,173.8993,-65.4775,-61.6234,58.268,178.8912,-54.8296,68.9088,-175.9011,173.195,-63.0667,52.1234,59.459,-176.8027,-61.6126,170.6888,-69.0094,51.5382,-56.5541,63.7477,-175.7047,56.869,177.1708,-62.2815,-176.6513,-56.8139,63.1329,58.5938,178.4312,-61.6221,-56.7703,63.0671,-176.9862,-60.795,62.3765,177.1299,173.8095,-63.0191,51.7344,56.7865,179.958,-65.2886,176.2096,-64.0929,55.9018,-57.4712,62.2264,-177.7789,59.3399,179.0374,-60.9679,-178.8067,-58.9757,60.9319,58.2026,178.0335,-62.0588,-57.5259,62.305,-177.7874,68.0667,-168.7833,-55.0201,-68.5885,54.5615,168.3247,179.3295,-57.5205,56.2427,155.4888,-85.5022,36.6742,-69.6655,49.3435,171.5199,42.1689,161.1779,-76.6457,179.7994,-60.6156,60.7271,57.5364,177.1215,-61.5358,-57.6456,61.9394,-176.7179,
0.1527,-179.8137,179.0858,-0.8806,-0.0405,179.9229,-178.9944,0.969,-69.3457,57.0817,174.4038,109.5665,-124.006,-6.684,179.8056,-0.1678,-0.2281,179.7985,179.8576,0.4414,-0.1692,-179.5854,-179.9455,0.07,0.0803,-179.9042,0.0674,-179.8396,179.5278,-0.3792,-65.3383,65.9078,-179.8022,115.2365,-113.5174,0.7726,0.1272,-179.3443,-179.966,0.5625,-0.2222,179.8672,179.2464,-0.6642,-62.0221,63.2094,-179.5524,118.5236,-116.245,0.9932,0.1204,-179.8956,-179.9698,0.0142,0.0344,179.9707,-179.9495,-0.0131,-0.0512,179.9856,-179.9925,0.0443,-66.5433,65.4883,179.7137,113.394,-114.5744,-0.3491,-171.4556,-49.397,65.3222,62.4695,-175.4719,-60.7527,-55.2226,66.836,-178.4448,172.9281,-66.9808,52.9046,-61.6718,58.4193,178.3047,55.8232,175.9143,-64.2003,175.5328,-64.5769,56.0467,54.0088,173.8991,-65.4773,-61.6252,58.2651,178.8887,-55.1057,68.5928,-176.1894,173.02,-63.2815,51.9363,59.2324,-177.0691,-61.8513,170.7608,-68.9438,51.6018,-56.6076,63.6878,-175.7666,56.8862,177.1817,-62.2728,-176.7247,-56.8907,63.0614,58.5748,178.4088,-61.6391,-56.8221,63.0119,-177.036,-61.1574,61.9649,176.7664,173.333,-63.5447,51.2568,56.3045,179.4268,-65.7717,176.0164,-64.308,55.7347,-57.7538,61.9218,-178.0356,59.0604,178.7361,-61.2213,-178.9841,-59.2064,60.7101,58.106,177.8838,-62.1998,-57.6843,62.0934,-177.9901,-165.4576,-44.4265,70.9978,62.7348,-176.2342,-60.8099,-51.9358,69.0952,-175.4805,167.6241,-71.5687,48.7467,-60.6521,60.1551,-179.5295,53.8199,174.6271,-65.0575,174.8653,-65.3117,55.3201,54.5429,174.3658,-65.0023,-60.6426,59.1804,179.8122,
0.7107,-179.5223,179.4296,-0.8034,-0.0947,179.7535,-178.8382,1.01,-69.6286,56.8026,174.1276,109.0704,-124.4984,-7.1734,179.4064,-0.3257,-0.36,179.908,-179.2054,1.3299,0.5246,-178.9402,178.8498,-0.6612,-0.8916,179.5974,0.0668,-179.9347,179.5716,-0.4299,-65.865,65.2631,179.6162,114.6626,-114.2093,0.1438,-0.2788,-179.7741,179.7228,0.2275,-0.1186,179.5282,179.3738,-0.9794,-62.2347,63.0125,-179.7562,118.2864,-116.4664,0.7649,0.6991,-179.802,-178.9432,0.5557,1.2374,178.1741,-178.2576,-1.3208,-0.8746,179.2796,-177.8385,2.3157,149.0469,-85.5232,31.7272,-34.0623,91.3675,-151.382,-171.5058,-49.4438,65.2613,62.3879,-175.5501,-60.845,-55.2719,66.7902,-178.5047,172.9276,-66.991,52.9068,-61.6638,58.4176,178.3153,55.8053,175.8868,-64.2155,175.5209,-64.5924,56.0331,53.9909,173.8776,-65.4969,-61.6381,58.2485,178.874,-55.2671,68.4229,-176.3611,172.9928,-63.3172,51.8988,59.1408,-177.1692,-61.9532,170.9367,-68.7645,51.7665,-56.5617,63.7371,-175.7319,56.9901,177.2889,-62.1801,-176.7976,-56.9661,62.9806,58.5303,178.3618,-61.6915,-56.8778,62.9537,-177.0996,-61.2488,61.8658,176.6883,173.2243,-63.6611,51.1613,56.1906,179.3052,-65.8724,175.9802,-64.3487,55.7079,-57.7943,61.8767,-178.0667,59.0352,178.7062,-61.2372,-178.9848,-59.1952,60.7212,58.1152,177.9048,-62.1788,-57.6896,62.1,-177.9836,-61.3825,63.4797,177.5411,173.4677,-61.6702,52.3913,57.3996,-177.7383,-63.6769,175.4761,-64.7007,54.8454,-56.605,63.2182,-177.2357,58.031,177.8542,-62.5997,-177.7445,-58.0837,61.7519,57.274,176.9348,-63.2296,-57.7464,61.9144,-178.25,
0.269,-179.8404,179.3854,-0.724,0.1374,-179.7091,-178.996,1.1575,-68.7249,57.7124,175.0015,110.3783,-123.1844,-5.8954,179.4716,-0.4083,-0.4186,179.7014,-179.99,0.5795,-0.111,-179.5415,179.7829,0.1555,-0.1013,-179.7287,0.2102,-179.8665,179.6835,-0.3932,-65.3126,65.8177,-179.8353,115.2486,-113.6212,0.7259,-0.0851,-179.6933,179.9919,0.3836,-0.1445,179.8746,179.4616,-0.5193,-62.1946,63.0507,-179.7046,118.2099,-116.5448,0.6999,0.2343,179.853,-179.785,-0.1663,0.221,-178.7307,-179.3945,1.6538,-0.3769,179.4671,178.5757,-1.5803,78.1081,-154.2952,-37.937,-100.8226,26.7741,143.1323,-171.4463,-49.4037,65.3309,62.4946,-175.4627,-60.7281,-55.1746,66.868,-178.3974,172.9985,-66.8812,52.9739,-61.5602,58.56,178.4152,55.9118,176.0321,-64.1127,175.5408,-64.5661,56.0513,54.0261,173.9192,-65.4634,-61.5977,58.2953,178.9128,-55.2343,68.4512,-176.3284,173.0368,-63.2777,51.9428,59.1751,-177.1394,-61.9189,170.9938,-68.7012,51.8197,-56.502,63.8029,-175.6761,57.0577,177.3627,-62.1164,-176.6989,-56.8656,63.0953,58.627,178.4603,-61.5788,-56.7834,63.05,-176.9892,-61.2342,61.889,176.6991,173.2277,-63.6492,51.1609,56.1967,179.3199,-65.87,175.9664,-64.3631,55.7002,-57.8104,61.8601,-178.0766,59.0105,178.681,-61.2557,-178.9969,-59.2091,60.6979,58.0969,177.8846,-62.2083,-57.7056,62.0822,-178.0108,64.4905,-172.8345,-57.9255,-64.5279,58.1471,173.0562,-178.8772,-56.2022,58.7069,172.8843,-67.7588,53.5092,-59.3144,60.0425,-178.6896,55.5167,174.8736,-63.8584,-177.8515,-58.2637,62.6703,60.2597,179.8475,-59.2186,-55.4413,64.1465,-174.9196,
-0.0737,179.9685,178.9453,-1.0125,0.1638,-179.6449,-178.8745,1.3168,-70.0435,56.4039,173.7393,108.9609,-124.5917,-7.2562,179.7422,-0.2976,-0.3001,179.66,179.4666,0.0125,-0.4933,-179.9474,-179.4665,0.5837,0.4951,-179.4547,0.1315,-179.8332,179.6265,-0.3383,-65.0415,66.0824,-179.5624,115.4966,-113.3795,0.9757,0.2323,-179.3681,-179.8031,0.5966,-0.2288,-179.9476,179.3694,-0.3495,-62.3188,62.9212,-179.8225,118.0939,-116.666,0.5903,-0.132,179.8166,179.5835,-0.4679,-0.5032,-178.5814,179.5485,1.4703,0.1277,179.9334,178.2159,-1.9784,80.6196,-153.5078,-36.2619,-97.427,28.4456,145.6915,-171.5128,-49.4414,65.2554,62.3308,-175.5978,-60.9009,-55.3151,66.7563,-178.5468,172.8251,-67.101,52.8119,-61.7702,58.3037,178.2166,55.6932,175.7671,-64.32,175.5107,-64.6001,56.0175,53.9746,173.8638,-65.5186,-61.6541,58.2351,178.8528,-55.515,68.1374,-176.6104,172.7508,-63.5967,51.6555,58.8872,-177.4603,-62.2081,170.8876,-68.8173,51.7217,-56.6567,63.6384,-175.8226,56.9269,177.2221,-62.2389,-176.8825,-57.0484,62.8998,58.4886,178.3228,-61.7291,-56.9476,62.8866,-177.1653,-61.1866,61.936,176.7451,173.279,-63.5984,51.2107,56.2323,179.3548,-65.836,176.0016,-64.3243,55.7292,-57.7836,61.8905,-178.056,59.0465,178.7206,-61.226,-179.0028,-59.216,60.6888,58.0931,177.8799,-62.2153,-57.7083,62.0784,-178.0168,-171.2549,-48.8354,65.7245,61.721,-175.8595,-61.2996,-54.2173,68.2022,-177.2379,168.534,-72.0371,49.0046,-66.4734,52.9555,173.9972,50.3255,169.7544,-69.2039,175.7462,-64.3767,56.2707,53.5692,173.4463,-65.9063,-62.1113,57.7658,178.4132,
0.1037,-179.8614,179.0692,-0.8959,0.1124,-179.9074,-178.8738,1.1063,-69.7819,56.6411,173.9831,109.1638,-124.4132,-7.0712,179.9447,-0.2774,-0.0902,179.6877,179.739,0.562,-0.0375,-179.2145,-179.5017,0.2425,0.2833,-179.9726,-0.1031,-179.5707,179.1369,-0.3307,-65.2513,65.9666,-179.7476,115.5574,-113.2247,1.0611,-0.0125,179.0289,179.4519,-1.5067,0.2794,-179.4054,-178.7861,1.529,-88.0907,40.463,157.2332,90.9315,-140.5148,-23.7446,-0.4147,179.8493,179.267,-0.469,-0.0434,-179.6559,179.6903,0.0778,-0.1391,179.8808,179.5033,-0.4767,-65.1063,66.0821,-179.6058,115.2759,-113.5357,0.7764,-171.5191,-49.4537,65.2541,62.3891,-175.5455,-60.8377,-55.3028,66.7626,-178.5297,172.9514,-66.967,52.9336,-61.674,58.4077,178.3083,55.8241,175.9058,-64.1936,175.5215,-64.5903,56.0349,53.9909,173.8791,-65.4957,-61.6454,58.2428,178.8681,-54.8706,68.8517,-175.9524,173.2999,-62.9778,52.2181,59.5173,-176.7603,-61.5645,170.9333,-68.759,51.7597,-56.3974,63.9102,-175.571,57.0681,177.3757,-62.1055,-176.679,-56.8565,63.1386,58.5757,178.3982,-61.6067,-56.7836,63.0388,-176.9661,65.0287,-172.0991,-57.6753,-64.2232,58.6491,173.0729,-179.8924,-57.0201,57.4037,174.3616,-65.9406,54.7417,-57.0945,62.6033,-176.7144,57.8771,177.575,-61.7428,-179.388,-59.8657,61.2132,58.5054,178.0277,-60.8934,-57.1562,62.3661,-176.555,-55.274,68.4328,-176.3566,172.9187,-63.3745,51.836,59.0807,-177.2125,-62.0019,170.7581,-68.9551,51.6029,-56.6784,63.6084,-175.8336,56.8736,177.1604,-62.2816,-176.795,-56.9676,62.9632,58.5363,178.3637,-61.7054,-56.8835,62.9439,-177.1253,
0.8035,-179.0883,179.2502,-0.6416,-0.8302,178.8722,-179.3068,0.3957,-68.6328,57.7688,175.0573,109.7818,-123.8166,-6.5281,-179.9113,0.1267,-0.0197,-179.9817,-179.6565,1.1677,0.3053,-178.8705,179.2706,-1.0689,-0.6925,178.968,0.3279,-179.432,179.5671,-0.1928,-65.6514,65.6321,179.8918,115.158,-113.5585,0.7013,-0.5473,178.518,179.2112,-1.7236,0.1211,179.7637,-178.9668,0.6759,-86.3996,42.1835,158.8562,92.6469,-138.77,-22.0973,0.4847,-179.1643,-179.1556,1.1955,1.0508,-179.4751,-179.3041,0.1701,-0.1023,-179.803,-179.6354,0.6639,-86.7827,47.7127,161.6069,92.7046,-132.8,-18.9058,-171.5191,-49.4623,65.2703,62.4954,-175.4478,-60.7152,-55.2157,66.8411,-178.4263,173.1007,-66.7842,53.0629,-61.4879,58.6273,178.4743,56.0228,176.1379,-64.015,175.5273,-64.5831,56.04,54.0075,173.8971,-65.4797,-61.6247,58.2649,178.8881,-54.439,69.327,-175.5174,173.6341,-62.5999,52.5557,59.9044,-176.3296,-61.174,170.8517,-68.8401,51.6832,-56.3577,63.9505,-175.5261,57.0359,177.3441,-62.1325,-176.5455,-56.7249,63.2708,58.6511,178.4717,-61.5326,-56.6688,63.1519,-176.8525,65.2464,-171.9377,-57.542,-63.9543,58.8615,173.2572,-179.6059,-56.7901,57.6057,174.6027,-65.6567,54.9726,-56.7467,62.9939,-176.3768,58.2111,177.9517,-61.419,-179.7604,-60.2547,60.8469,58.1872,177.6929,-61.2055,-57.4482,62.0575,-176.8409,67.9045,-168.9439,-55.1684,-68.7506,54.4011,168.1765,179.1645,-57.6839,56.0916,155.2156,-85.8195,36.3863,-69.9648,49.0002,171.2059,41.8682,160.8331,-76.9611,179.7856,-60.646,60.7165,57.5135,177.082,-61.5556,-57.6624,61.9061,-176.7315,
0.2253,-179.7599,179.2463,-0.7388,-0.0306,179.9157,-179.0705,0.8758,-68.7066,57.7082,175.0108,110.2954,-123.2898,-5.9872,179.9558,-0.2178,-0.059,179.7673,179.8524,0.667,0.0271,-179.1583,-179.7589,0.0172,0.0731,179.8492,0.004,-179.5463,179.2518,-0.2985,-65.2738,65.9308,-179.7765,115.5267,-113.2687,1.024,-0.1373,178.909,179.4102,-1.5434,0.2453,-179.5699,-178.8245,1.3603,-86.8819,41.6881,158.412,92.1448,-139.2851,-22.5613,-0.2163,-179.9853,179.5971,-0.1718,0.1635,-179.952,179.9304,-0.1851,-0.1615,179.8925,179.9449,-0.0011,-66.3337,65.7111,179.9191,113.5525,-114.4027,-0.1947,-171.464,-49.4108,65.3207,62.5169,-175.4299,-60.6984,-55.1878,66.8653,-178.4031,173.0869,-66.7962,53.0501,-61.5024,58.6145,178.4607,55.9982,176.115,-64.0387,175.522,-64.5869,56.0352,54.0035,173.8945,-65.4833,-61.6273,58.2638,178.8859,-54.5822,69.1638,-175.6703,173.5887,-62.6653,52.5005,59.8106,-176.4434,-61.2776,170.9463,-68.7499,51.7672,-56.3681,63.9358,-175.5471,57.0842,177.3881,-62.0948,-176.5682,-56.7498,63.2518,58.6652,178.4835,-61.5149,-56.6781,63.1402,-176.8582,65.192,-171.9655,-57.5535,-64.0256,58.8169,173.2288,-179.6941,-56.8516,57.5603,174.5608,-65.7067,54.9324,-56.8458,62.8866,-176.4743,58.1215,177.8539,-61.5069,-179.6966,-60.1873,60.9107,58.2296,177.7389,-61.1631,-57.4221,62.0872,-176.8148,-165.2509,-44.2052,71.2455,62.9148,-176.0396,-60.5888,-51.7295,69.3161,-175.2331,167.4602,-71.7469,48.5814,-60.7646,60.0283,-179.6435,53.6795,174.4724,-65.1993,174.9301,-65.2455,55.3829,54.5889,174.4134,-64.9583,-60.6093,59.2151,179.8435,
0.7974,-179.4171,179.45,-0.7645,-0.063,179.7548,-178.7423,1.0755,-69.8557,56.5823,173.9147,108.7765,-124.7855,-7.4531,179.5415,-0.4118,-0.2435,179.8032,-179.2946,1.4684,0.6584,-178.5787,179.0842,-0.6893,-0.8708,179.3557,0.0461,-179.6081,179.3408,-0.3134,-65.6896,65.3914,179.7507,115.061,-113.8579,0.5014,-0.5285,178.5138,179.1237,-1.834,0.2946,-179.9545,-178.7713,0.9796,-87.3246,41.2475,157.9894,91.6981,-139.7297,-22.9879,0.395,-179.8373,-179.3529,0.4148,1.3752,178.2536,-178.3907,-1.5123,-1.0174,179.1677,-177.9227,2.2623,149.1192,-85.4481,31.8091,-34.0502,91.3825,-151.3603,-171.5134,-49.4473,65.2535,62.3597,-175.5743,-60.8735,-55.2949,66.7711,-178.5281,172.8336,-67.0898,52.8128,-61.7594,58.3172,178.2198,55.7049,175.7815,-64.3159,175.5217,-64.5921,56.032,53.9887,173.8749,-65.501,-61.6431,58.2431,178.8672,-54.7616,68.963,-175.858,173.5633,-62.7121,52.4669,59.7062,-176.5692,-61.3902,171.2656,-68.4124,52.0719,-56.1963,64.1256,-175.3901,57.3267,177.6486,-61.8671,-176.6563,-56.8375,63.1586,58.6104,178.4292,-61.5747,-56.7523,63.0664,-176.9375,65.2482,-171.8977,-57.4949,-63.9914,58.8627,173.2656,-179.6763,-56.8222,57.5807,174.5004,-65.7806,54.8807,-56.9273,62.7917,-176.547,58.0587,177.7777,-61.5611,-179.4943,-59.9704,61.1114,58.4173,177.9413,-60.977,-57.2392,62.2847,-176.6335,-61.3812,63.4765,177.5405,173.4571,-61.6852,52.3788,57.3932,-177.7491,-63.6851,175.4465,-64.7205,54.8108,-56.6351,63.1979,-177.2708,57.9947,177.8277,-62.641,-177.7595,-58.0969,61.7357,57.2652,176.9279,-63.2396,-57.7565,61.9062,-178.2613,
0.3388,-179.7958,179.4589,-0.6757,0.161,-179.7062,-178.9764,1.1564,-68.5769,57.8547,175.1403,110.5303,-123.038,-5.7525,179.6212,-0.4636,-0.2439,179.6712,179.9543,0.733,0.0398,-179.1815,179.9985,0.1067,-0.0833,-179.9751,0.1532,-179.5501,179.4334,-0.2699,-65.2322,65.8528,-179.7984,115.5338,-113.3811,0.9676,-0.2955,178.6125,179.406,-1.6859,0.246,-179.6085,-178.6897,1.4558,-88.3692,40.1788,156.9666,90.5166,-140.9353,-24.1475,-0.0645,179.8247,179.7883,-0.3225,0.3565,-178.6507,-179.5318,1.461,-0.5022,179.3628,178.5056,-1.6294,78.2113,-154.1944,-37.8341,-100.7757,26.8187,143.1789,-171.468,-49.4195,65.3153,62.4772,-175.4743,-60.7396,-55.1895,66.859,-178.4063,173.011,-66.8705,52.9752,-61.541,58.5775,178.4232,55.9292,176.0477,-64.1066,175.5318,-64.5783,56.0439,54.0098,173.8998,-65.4781,-61.6117,58.2782,178.9003,-54.9393,68.7627,-176.0414,173.3785,-62.9196,52.2763,59.53,-176.7681,-61.5722,171.1329,-68.5556,51.9455,-56.3392,63.9723,-175.5266,57.1927,177.5042,-61.9947,-176.673,-56.8535,63.1524,58.6226,178.4421,-61.552,-56.7572,63.0623,-176.9317,65.1145,-172.0204,-57.5842,-64.1479,58.7172,173.1534,-179.838,-56.9729,57.4634,174.2726,-66.0401,54.6556,-57.2094,62.4779,-176.8263,57.7863,177.4736,-61.8307,-179.3744,-59.8467,61.2244,58.5256,178.0533,-60.8756,-57.1591,62.3687,-176.5603,64.5485,-172.7741,-57.8599,-64.4713,58.2061,173.1202,-178.8142,-56.1367,58.7774,172.9023,-67.7408,53.5202,-59.2935,60.0634,-178.6756,55.5297,174.8866,-63.8524,-177.7523,-58.1653,62.7683,60.356,179.943,-59.1234,-55.3425,64.2445,-174.8219,
